protein,carb,fat,sugar,fiber,age_group,label,glycemic_index,eco_score
48.9,325.6,119.91,27.04,5.62,20-25,bad,61.27,49.56
43.93,253.46,107.55,16.3,27.43,40-45,ok,48.0,61.16
66.45,267.11,69.87,11.71,34.09,45-50,ok,56.72,87.53
38.95,286.9,61.73,17.59,18.31,25-30,ok,76.53,49.99
51.12,244.83,47.28,0.0,26.32,10-15,ok,68.91,34.42
39.99,303.05,107.97,8.19,19.54,45-50,ok,63.91,100.0
42.34,323.61,111.08,62.93,31.34,30-35,bad,58.23,31.46
61.54,243.35,89.42,23.99,27.9,30-35,ok,89.73,61.23
45.71,308.04,67.99,21.5,26.31,20-25,ok,79.5,49.85
50.67,414.76,128.33,16.01,34.8,25-30,ok,88.01,73.42
23.9,311.55,77.95,11.82,34.25,10-15,ok,49.01,70.47
20.89,317.98,61.07,21.36,34.23,30-35,ok,93.82,23.03
56.48,280.33,88.1,32.12,30.89,35-40,ok,56.79,63.86
45.31,260.08,92.76,31.46,32.76,40-45,ok,68.84,81.05
68.12,239.79,70.34,8.91,28.09,35-40,ok,64.39,92.3
47.97,237.28,63.78,21.89,19.31,40-45,ok,68.85,21.91
36.78,271.15,165.95,62.49,2.13,10-15,bad,35.13,56.98
9.8,215.94,97.98,52.88,18.63,10-15,bad,70.74,43.52
46.39,274.93,76.41,0.0,27.89,10-15,ok,79.26,51.65
33.13,210.5,78.51,16.76,17.72,45-50,ok,44.58,48.87
43.45,351.89,123.95,78.49,7.58,25-30,bad,36.24,65.08
5.26,298.97,133.67,81.55,25.95,20-25,bad,100.0,81.96
10.37,216.4,141.71,36.08,19.92,45-50,bad,64.66,68.51
49.08,245.19,72.77,9.51,20.95,20-25,ok,50.46,46.68
68.34,158.27,71.22,34.94,13.46,25-30,ok,64.83,86.93
31.41,225.74,107.03,63.25,16.14,25-30,bad,61.35,49.78
67.04,270.49,88.02,41.54,18.0,15-20,ok,61.36,66.35
35.13,208.06,60.64,12.0,22.72,30-35,ok,56.2,39.52
20.87,222.96,83.94,37.47,21.49,10-15,ok,64.78,68.77
48.36,261.74,52.29,25.55,19.65,40-45,ok,58.57,71.19
50.93,309.6,65.59,26.29,19.18,45-50,ok,52.18,84.92
54.34,289.14,75.27,23.11,28.45,10-15,ok,54.3,23.48
38.05,201.17,80.04,35.33,12.32,40-45,ok,78.42,100.0
56.04,288.78,87.95,15.23,26.93,35-40,ok,61.04,77.25
73.7,268.37,66.88,28.02,11.22,30-35,ok,68.22,65.7
48.51,339.68,86.51,27.36,18.6,30-35,ok,64.78,50.99
25.21,226.31,113.87,58.3,28.47,10-15,bad,68.28,63.03
60.3,318.7,66.85,12.49,21.94,10-15,ok,48.54,48.58
11.74,296.38,81.86,50.31,5.74,20-25,bad,47.43,87.89
19.27,272.59,123.03,58.92,0.0,15-20,bad,82.54,82.48
34.49,268.13,80.77,23.68,27.75,25-30,ok,48.81,27.76
66.09,198.31,105.1,14.91,27.25,45-50,ok,55.7,73.67
7.79,291.12,105.07,64.01,9.73,10-15,bad,66.13,63.21
56.38,223.77,51.78,35.11,28.57,10-15,ok,27.47,81.19
47.22,305.64,16.07,27.14,18.19,45-50,ok,63.91,18.12
30.46,264.45,115.44,22.81,12.81,30-35,ok,64.87,59.97
15.11,285.2,115.66,53.57,20.43,35-40,bad,55.26,25.21
44.65,365.29,55.98,29.02,29.5,10-15,ok,73.6,87.66
29.32,219.41,80.99,35.04,32.01,40-45,ok,78.73,75.43
48.99,287.05,87.68,13.27,24.04,10-15,ok,60.67,57.34
55.7,282.85,73.39,37.95,30.99,35-40,ok,43.28,80.66
33.33,263.02,71.5,24.0,20.55,35-40,ok,64.19,45.85
17.22,245.63,22.72,22.57,18.49,40-45,ok,64.17,41.01
70.11,226.19,50.36,31.97,34.93,30-35,ok,61.2,67.16
58.45,294.62,104.4,38.3,35.97,30-35,ok,69.86,43.4
45.87,321.15,57.89,20.3,27.0,45-50,ok,68.15,58.82
62.57,353.14,85.89,49.82,25.6,40-45,ok,78.12,89.66
49.62,294.32,75.92,26.7,20.69,10-15,ok,68.14,44.47
63.93,248.73,116.15,52.07,17.43,35-40,bad,68.12,54.5
32.04,287.77,87.4,20.02,22.74,30-35,ok,42.34,77.43
41.77,260.73,96.65,56.5,13.9,40-45,bad,70.75,85.67
8.35,290.95,86.55,57.75,22.61,45-50,bad,65.57,63.21
10.69,286.99,117.76,50.83,22.82,35-40,bad,68.79,41.74
33.67,152.33,139.38,27.98,2.3,35-40,bad,73.19,65.18
18.29,293.01,135.06,53.17,19.6,30-35,bad,69.77,57.44
41.7,289.02,67.18,34.48,30.04,15-20,ok,65.74,36.33
67.22,275.79,68.39,48.63,34.68,20-25,ok,68.45,49.72
35.66,357.64,88.35,38.27,27.22,10-15,bad,65.67,82.2
17.34,234.55,136.16,69.54,20.68,10-15,bad,93.51,46.13
13.03,239.83,106.67,64.02,5.72,25-30,bad,82.22,51.57
36.25,228.05,83.75,41.88,0.0,30-35,bad,43.93,45.43
18.42,335.17,52.37,26.14,25.24,20-25,ok,63.99,71.76
68.95,245.59,67.18,31.84,27.37,40-45,ok,68.66,73.41
61.48,297.63,103.3,23.23,23.48,35-40,ok,60.61,28.02
19.85,249.37,125.18,49.37,7.93,20-25,bad,55.37,90.26
48.41,233.34,64.64,20.36,36.16,30-35,ok,78.61,56.51
63.3,213.74,88.16,31.36,17.8,30-35,ok,76.15,71.25
51.07,398.15,74.76,14.62,24.63,30-35,ok,78.11,28.14
46.05,313.82,115.02,75.77,9.31,15-20,bad,58.71,67.62
68.2,308.78,93.34,14.51,24.02,30-35,ok,94.81,75.15
67.41,362.85,87.73,33.01,15.99,45-50,ok,49.25,83.58
54.45,294.56,93.4,16.01,28.42,25-30,ok,61.43,78.24
51.08,330.33,74.68,9.76,27.79,25-30,ok,57.28,64.17
32.32,316.54,103.51,56.37,30.06,35-40,bad,79.69,87.49
58.77,194.9,113.91,29.73,30.06,35-40,ok,63.89,30.92
69.88,260.34,45.13,23.76,31.97,30-35,ok,42.37,65.82
55.44,228.3,89.53,13.87,27.05,25-30,ok,67.37,48.8
19.31,277.21,123.04,63.29,9.27,35-40,bad,68.61,60.1
20.33,327.02,100.86,44.83,22.81,20-25,bad,28.48,61.12
40.48,320.94,47.07,23.58,14.12,40-45,ok,44.86,86.91
53.56,269.97,31.1,16.83,27.47,20-25,ok,68.96,45.89
40.34,293.09,81.86,29.02,24.98,40-45,ok,65.33,60.75
70.15,215.44,82.92,32.35,34.42,40-45,ok,64.05,60.91
32.45,269.34,96.86,47.66,17.17,30-35,bad,58.32,80.32
46.48,290.66,72.03,31.57,29.93,10-15,ok,44.04,74.99
38.5,247.55,120.19,42.94,25.35,30-35,bad,60.94,65.91
8.0,281.02,102.88,57.97,9.16,10-15,bad,56.4,57.17
24.77,282.68,59.86,19.53,35.06,15-20,ok,67.13,53.11
56.59,268.64,62.56,26.21,29.47,25-30,ok,50.22,73.68
55.66,357.91,62.47,9.9,37.77,40-45,ok,73.6,27.41
53.08,326.48,55.28,30.79,15.94,40-45,ok,53.41,76.08
52.52,330.98,69.13,29.87,27.1,30-35,ok,48.49,68.34
56.93,318.13,89.62,22.83,23.98,40-45,ok,74.22,98.06
60.08,273.27,100.56,27.78,28.17,25-30,ok,57.49,87.7
27.25,360.98,68.81,24.95,21.63,35-40,ok,69.12,64.61
47.28,317.48,138.66,49.92,17.79,20-25,bad,54.01,72.27
89.65,259.61,84.62,10.61,37.69,35-40,ok,92.1,100.0
16.49,310.97,93.75,72.68,30.29,15-20,bad,65.5,53.57
23.83,288.01,65.54,30.9,22.94,45-50,ok,71.2,34.3
63.54,288.62,97.46,34.4,12.43,25-30,ok,92.81,19.44
34.44,214.03,83.93,30.3,32.52,10-15,ok,65.62,58.69
7.74,250.79,107.84,48.82,28.97,20-25,bad,69.3,67.02
42.74,292.41,67.9,10.6,34.35,45-50,ok,74.26,28.15
66.8,253.03,57.64,39.74,25.61,35-40,ok,33.93,43.96
47.19,308.26,88.37,20.83,36.78,15-20,ok,78.33,76.97
13.12,262.66,142.78,50.97,25.54,30-35,bad,71.76,56.58
56.75,218.14,41.4,32.82,24.93,25-30,ok,83.2,72.01
62.61,257.64,66.54,32.21,38.88,10-15,ok,67.57,29.91
38.83,260.64,128.72,19.94,30.85,10-15,ok,66.49,64.85
65.28,245.52,113.71,22.06,34.05,10-15,ok,50.56,53.05
14.71,233.08,88.58,69.47,14.25,10-15,bad,64.58,80.03
76.63,309.86,48.87,26.33,18.46,35-40,ok,52.55,53.55
83.2,278.81,80.97,17.98,34.3,40-45,ok,59.52,74.97
53.88,302.25,75.49,28.15,23.62,35-40,ok,61.9,24.48
33.72,271.83,56.77,12.29,20.99,10-15,ok,56.29,58.05
38.26,303.43,104.42,74.43,24.19,40-45,bad,75.07,18.08
53.48,243.0,75.0,24.75,18.97,15-20,ok,63.72,43.91
44.84,355.29,60.6,36.65,18.09,15-20,ok,60.86,77.32
58.49,272.04,116.47,19.96,16.5,10-15,ok,61.43,52.45
55.41,291.0,125.14,54.56,34.71,35-40,bad,68.24,64.74
80.69,224.34,112.88,26.04,13.49,40-45,ok,56.94,32.09
42.89,238.45,70.79,6.36,27.06,30-35,ok,65.07,23.7
44.43,337.43,107.47,15.8,32.09,40-45,ok,50.73,13.33
52.98,300.22,87.01,12.31,14.35,25-30,ok,60.64,31.22
30.89,384.78,97.16,13.11,39.99,20-25,ok,49.53,66.39
12.1,228.51,142.46,54.73,16.9,20-25,bad,52.37,28.58
29.58,275.12,60.81,32.55,21.89,45-50,ok,53.36,37.5
64.07,225.84,59.38,15.05,24.22,20-25,ok,32.09,69.95
55.47,283.02,87.55,21.98,11.11,10-15,ok,45.6,76.22
70.09,262.47,61.95,9.28,42.96,30-35,ok,46.16,70.6
71.24,267.49,117.85,15.14,9.23,30-35,ok,51.89,63.37
5.85,296.9,107.84,46.82,17.8,30-35,bad,45.39,36.55
56.99,260.83,14.07,25.2,19.62,15-20,ok,65.56,76.54
53.45,294.41,72.01,25.91,14.56,35-40,ok,74.29,42.42
50.47,196.76,110.21,55.27,9.49,10-15,bad,53.07,54.83
28.44,257.19,35.03,23.66,29.08,30-35,ok,90.24,29.27
39.58,346.63,99.98,55.25,15.35,45-50,bad,63.63,75.62
44.61,320.1,46.79,41.98,13.01,10-15,ok,65.87,63.87
41.68,285.83,57.66,31.91,23.34,20-25,ok,39.23,67.66
67.62,235.12,77.23,17.21,24.93,15-20,ok,54.22,47.56
39.68,321.73,110.24,63.75,0.0,10-15,bad,72.21,63.04
30.78,255.26,129.93,54.35,13.61,20-25,bad,67.2,39.29
45.19,276.4,95.79,25.31,31.29,15-20,ok,37.19,48.54
41.35,224.79,87.98,11.25,27.06,35-40,ok,49.8,91.17
46.63,203.3,69.5,24.94,25.71,10-15,ok,63.48,77.33
51.08,335.62,51.45,39.69,22.25,20-25,ok,69.29,46.1
45.11,296.46,79.84,25.06,33.28,40-45,ok,69.5,61.38
58.89,288.86,39.83,30.49,19.44,35-40,ok,67.04,69.91
51.89,283.68,110.56,62.98,4.26,20-25,bad,76.43,54.32
69.23,306.79,67.79,29.02,30.95,20-25,ok,59.08,55.77
19.61,241.65,129.09,41.06,16.33,15-20,bad,94.42,61.92
60.42,317.52,43.53,21.81,37.43,40-45,ok,45.43,42.37
49.61,152.96,61.08,30.52,30.54,40-45,ok,44.01,67.01
38.68,328.65,110.57,60.56,3.17,45-50,bad,88.69,64.49
1.77,277.93,148.28,57.32,11.53,10-15,bad,77.1,54.38
48.65,225.79,81.94,32.67,23.74,30-35,ok,77.86,64.33
46.74,331.59,91.06,11.08,18.81,40-45,ok,84.62,66.59
46.06,314.26,101.95,71.71,9.49,15-20,bad,60.32,47.93
19.62,289.61,106.19,60.08,13.21,30-35,bad,73.88,53.23
35.44,277.55,75.08,22.28,30.98,15-20,ok,73.92,35.11
61.09,280.4,96.01,19.63,30.6,25-30,ok,48.93,50.44
71.32,243.87,80.13,41.94,34.72,20-25,ok,81.63,83.42
57.78,311.67,56.59,16.26,34.08,25-30,ok,98.87,43.36
36.07,266.78,104.96,49.72,13.55,45-50,bad,50.45,63.04
75.42,218.66,102.37,6.35,31.55,40-45,ok,54.51,62.31
55.34,295.1,58.98,32.07,35.48,20-25,ok,68.1,49.86
44.87,335.88,118.71,99.66,24.07,20-25,bad,65.93,61.77
43.85,262.95,71.46,10.76,25.2,35-40,ok,45.83,57.65
32.83,334.29,100.85,47.36,4.34,35-40,bad,35.4,70.65
39.31,275.37,68.82,16.11,17.09,25-30,ok,41.32,60.08
35.99,318.21,61.47,11.75,23.99,15-20,ok,78.27,82.81
19.0,298.01,111.33,57.42,5.28,35-40,bad,48.82,21.66
47.24,206.06,47.43,30.6,38.05,10-15,ok,52.51,99.87
38.42,243.33,73.41,31.43,24.21,25-30,ok,54.52,55.22
48.87,255.22,123.31,55.47,20.76,25-30,bad,64.83,48.41
46.76,253.66,51.56,5.84,32.71,20-25,ok,45.07,94.1
44.99,246.04,66.44,44.48,15.22,15-20,ok,48.74,74.66
74.26,225.82,20.24,9.43,23.18,20-25,ok,43.94,69.56
49.06,250.45,57.4,10.19,21.46,45-50,ok,48.82,59.26
52.34,350.98,80.75,18.8,47.87,15-20,ok,69.46,81.71
76.83,290.71,82.84,18.28,27.6,15-20,ok,37.58,76.34
25.39,307.0,64.28,17.01,27.24,25-30,ok,58.07,41.57
64.76,295.29,69.46,32.54,14.21,25-30,ok,60.1,94.58
20.01,277.12,126.67,71.68,4.37,15-20,bad,95.8,80.84
22.79,292.15,105.64,39.9,22.13,45-50,bad,51.26,74.63
29.4,276.67,26.85,22.13,12.55,10-15,ok,65.19,85.66
64.34,288.34,72.52,20.85,29.63,15-20,ok,88.3,94.48
41.24,170.45,58.14,23.34,31.56,20-25,ok,27.02,70.72
10.34,213.81,97.87,59.69,17.46,45-50,bad,86.64,82.81
26.27,250.72,91.69,73.66,17.7,20-25,bad,86.98,61.18
45.1,211.52,50.31,34.17,25.02,10-15,ok,56.64,77.5
70.65,336.79,87.63,10.77,20.19,10-15,ok,56.99,62.11
40.28,290.44,97.02,19.49,18.22,35-40,ok,53.43,64.72
67.84,274.51,70.42,10.23,22.63,10-15,ok,68.61,45.21
21.54,246.31,111.19,56.09,11.11,15-20,bad,36.87,29.14
60.72,260.18,101.82,38.58,24.2,20-25,ok,53.82,51.81
40.62,222.21,82.06,52.87,19.56,35-40,bad,19.93,77.71
30.35,212.88,102.91,51.59,3.23,30-35,bad,54.29,59.5
76.34,269.95,99.92,20.76,18.81,35-40,ok,82.77,52.1
64.28,353.43,93.91,11.87,19.38,20-25,ok,60.37,85.04
73.47,326.24,79.27,57.08,35.8,10-15,ok,75.2,70.41
39.13,212.08,114.12,36.36,19.11,20-25,ok,73.71,83.1
25.9,331.35,126.77,44.84,13.87,25-30,bad,74.85,14.17
60.07,311.51,95.38,17.56,21.9,45-50,ok,32.93,86.65
35.77,311.2,98.06,55.47,12.08,40-45,bad,86.78,42.02
1.11,306.06,111.49,37.47,9.02,30-35,bad,58.8,68.97
36.14,116.91,56.73,35.37,25.38,10-15,ok,53.76,63.12
0.0,342.64,118.03,59.82,0.0,35-40,bad,78.39,19.3
15.88,216.38,112.7,57.34,6.11,25-30,bad,68.49,72.99
46.92,276.31,56.89,15.95,22.36,40-45,ok,47.72,58.12
25.23,321.21,78.84,29.27,30.99,10-15,ok,62.31,80.54
52.75,242.92,56.69,23.59,32.86,40-45,ok,57.21,97.69
57.05,228.64,34.2,14.54,15.01,45-50,ok,75.82,59.06
39.24,317.37,82.88,28.81,24.96,35-40,ok,52.22,58.73
39.6,336.19,72.35,19.64,20.18,35-40,ok,85.82,80.9
16.9,310.35,121.54,41.13,9.99,30-35,bad,46.99,61.69
29.47,338.22,48.14,24.71,25.73,15-20,ok,34.6,23.16
53.73,242.18,81.57,25.75,18.82,10-15,ok,64.28,58.44
56.56,277.33,91.91,11.47,30.38,15-20,ok,47.73,94.15
39.42,305.78,125.22,15.43,33.68,30-35,ok,81.72,13.87
30.81,294.64,101.0,51.89,14.57,45-50,bad,78.88,19.98
0.0,299.58,106.86,49.17,17.37,25-30,bad,61.43,83.5
15.67,308.55,107.75,57.11,22.95,10-15,bad,60.56,51.78
54.12,403.13,34.7,32.28,15.49,25-30,ok,68.97,87.13
46.24,226.51,64.45,37.81,28.35,35-40,ok,45.04,59.63
37.72,362.59,41.41,8.19,16.74,45-50,ok,59.52,33.48
26.17,336.22,126.08,72.45,7.55,30-35,bad,79.58,68.67
75.29,247.22,108.28,13.08,40.8,10-15,ok,30.68,39.18
36.65,349.17,125.01,32.99,15.34,35-40,bad,74.73,49.12
44.13,312.1,65.27,28.27,32.64,25-30,ok,82.65,80.38
45.5,308.08,108.31,59.94,25.19,40-45,bad,74.27,73.79
17.95,357.61,66.85,48.25,1.07,25-30,bad,70.87,69.89
50.0,318.29,74.45,19.07,25.34,35-40,ok,58.29,65.11
89.43,304.14,80.38,20.34,14.13,25-30,ok,66.85,75.67
24.4,354.76,124.41,64.72,14.76,35-40,bad,68.82,31.74
45.37,312.74,100.07,18.08,27.88,10-15,ok,52.44,42.73
50.45,342.66,71.27,14.6,23.4,30-35,ok,84.49,86.71
71.53,287.13,80.8,25.59,21.77,15-20,ok,59.07,72.96
28.74,314.78,147.64,61.94,13.29,25-30,bad,52.28,49.98
54.08,337.23,89.69,11.43,24.35,45-50,ok,65.97,79.27
54.04,294.67,99.0,40.17,37.5,10-15,ok,56.84,92.83
91.12,327.38,55.93,27.25,21.37,45-50,ok,93.63,100.0
22.05,283.68,84.23,16.88,28.94,15-20,ok,60.75,60.58
41.46,222.99,71.0,27.02,33.8,10-15,ok,100.0,58.86
21.18,286.55,59.1,3.57,31.59,20-25,ok,58.09,55.14
45.05,321.09,53.38,15.93,18.79,45-50,ok,35.37,64.33
72.3,346.17,56.37,0.0,30.72,45-50,ok,56.44,71.79
10.24,201.9,125.29,29.81,22.27,40-45,bad,96.15,44.69
47.67,334.91,58.98,17.21,20.8,10-15,ok,75.46,57.55
61.94,349.69,83.82,8.01,30.96,10-15,ok,53.94,61.97
66.15,283.93,81.63,22.62,35.06,10-15,ok,70.72,70.11
24.54,320.91,95.27,55.71,20.08,10-15,bad,60.86,48.65
32.03,280.0,80.25,27.2,25.75,15-20,ok,74.94,45.45
44.72,317.52,107.49,46.91,16.9,30-35,bad,80.31,60.8
49.37,250.95,98.34,11.52,25.61,45-50,ok,49.24,1.63
25.84,268.61,125.99,58.86,15.59,15-20,bad,55.17,62.06
53.37,253.57,95.3,53.19,18.74,30-35,bad,57.68,47.4
20.4,162.71,63.12,17.67,28.78,10-15,ok,33.68,46.9
34.77,230.52,42.27,32.94,14.82,25-30,ok,68.51,69.18
60.04,277.97,51.56,39.65,32.95,20-25,ok,73.93,72.08
19.63,351.74,69.06,22.39,26.95,25-30,ok,79.91,74.66
29.67,278.8,91.09,46.16,25.22,40-45,bad,47.29,34.62
46.56,252.61,102.68,25.81,39.95,30-35,ok,49.32,78.8
39.56,223.35,80.43,37.39,27.77,25-30,ok,63.65,58.87
0.0,235.62,146.79,62.36,20.73,35-40,bad,79.9,33.03
63.31,354.88,85.85,22.04,29.56,25-30,ok,27.09,64.79
68.42,296.73,36.42,31.31,22.16,25-30,ok,39.42,47.41
92.0,243.54,79.59,34.23,17.58,40-45,ok,65.09,90.22
65.8,331.75,37.81,8.3,18.02,20-25,ok,61.35,54.13
14.67,240.91,82.67,21.01,18.69,45-50,ok,76.68,69.3
6.27,260.68,94.2,50.64,7.84,10-15,bad,60.01,40.22
82.12,157.02,76.07,32.02,27.86,45-50,ok,65.67,76.76
64.29,368.93,78.63,47.73,21.76,15-20,ok,84.35,66.45
36.25,319.77,51.37,10.23,39.37,10-15,ok,59.99,76.64
41.4,189.63,73.09,39.22,23.48,40-45,ok,72.95,73.9
8.55,312.26,86.75,55.68,0.0,20-25,bad,79.4,51.17
47.48,200.44,89.55,29.89,10.71,40-45,ok,54.46,83.19
71.95,256.66,61.23,12.25,34.72,40-45,ok,77.22,71.27
35.64,251.33,65.26,9.16,20.85,30-35,ok,65.85,72.15
22.12,199.89,106.32,65.09,15.48,15-20,bad,62.39,56.82
23.78,237.77,107.07,50.46,12.73,10-15,bad,75.68,43.32
26.89,345.59,104.2,11.45,17.72,30-35,ok,75.16,66.61
12.42,378.12,140.82,53.16,17.26,20-25,bad,100.0,32.53
58.38,271.75,64.77,17.88,27.63,40-45,ok,99.51,51.99
50.58,299.26,49.6,34.25,17.38,40-45,ok,66.56,55.95
61.86,190.56,98.62,21.51,37.86,25-30,ok,40.25,71.25
30.71,271.85,135.48,35.47,19.75,45-50,bad,56.61,63.77
53.81,233.64,84.5,29.46,21.11,15-20,ok,62.07,57.81
1.7,246.09,64.17,27.9,22.15,15-20,ok,92.59,46.28
48.65,303.69,82.03,29.94,34.7,30-35,ok,70.11,47.74
19.3,201.1,114.44,39.63,4.44,45-50,bad,70.34,43.86
44.57,242.87,89.59,15.83,21.89,25-30,ok,55.5,100.0
42.74,162.09,72.77,35.98,24.13,40-45,ok,36.47,51.96
54.14,385.94,75.81,19.11,26.76,20-25,ok,35.12,68.33
40.58,362.21,85.49,34.92,32.76,35-40,bad,42.49,66.19
60.17,330.7,85.79,26.61,25.83,20-25,ok,59.05,64.35
63.2,270.94,81.94,34.2,10.6,40-45,ok,65.89,52.64
57.64,318.45,71.5,16.17,25.18,30-35,ok,74.97,86.47
55.52,338.25,64.59,8.13,32.59,25-30,ok,49.42,59.68
36.03,263.66,147.84,70.53,23.33,15-20,bad,60.04,97.91
38.48,268.4,114.56,26.51,27.63,30-35,ok,66.73,58.77
35.63,254.07,107.34,28.65,24.1,15-20,ok,78.18,59.68
74.31,364.69,60.42,28.71,19.37,10-15,ok,93.86,75.47
75.34,261.76,81.57,4.34,30.05,40-45,ok,75.42,52.51
32.78,310.9,94.67,45.15,6.17,15-20,bad,46.25,49.56
61.58,308.81,43.55,31.86,29.73,25-30,ok,56.31,70.63
37.89,243.35,64.17,16.7,19.98,40-45,ok,53.19,51.26
35.43,215.52,96.55,41.49,0.25,20-25,bad,72.84,72.04
43.13,232.34,90.13,33.44,19.44,30-35,ok,52.82,40.55
41.98,291.71,83.44,27.37,29.93,15-20,ok,73.58,41.79
51.74,260.89,90.04,21.33,28.85,15-20,ok,77.77,77.25
40.49,316.13,64.38,9.26,18.04,35-40,ok,49.09,71.86
9.92,296.24,130.86,50.54,24.07,45-50,bad,84.34,76.33
26.31,389.84,115.52,44.73,28.7,10-15,bad,85.04,69.74
23.86,338.31,156.28,76.37,1.96,40-45,bad,64.65,51.21
25.48,181.76,61.11,31.75,35.98,20-25,ok,74.78,77.38
47.96,338.98,84.81,40.32,38.58,40-45,ok,82.53,64.06
55.4,184.05,93.53,36.56,20.33,40-45,ok,48.09,67.5
55.07,192.79,74.17,22.76,28.1,40-45,ok,47.57,75.29
48.44,228.12,43.56,29.53,19.9,15-20,ok,47.19,33.21
51.68,355.03,35.21,45.05,13.47,45-50,ok,66.3,59.51
36.17,180.76,76.01,17.21,31.28,10-15,ok,78.92,33.09
40.78,276.39,54.52,43.16,8.06,45-50,ok,73.77,78.44
52.29,301.6,64.88,24.97,12.17,40-45,ok,37.93,63.33
47.49,286.5,121.32,41.86,38.68,30-35,ok,80.16,82.25
59.99,267.22,63.64,4.06,42.13,30-35,ok,54.31,56.5
61.7,319.14,72.01,28.08,10.44,20-25,ok,73.66,35.3
65.2,310.35,76.99,16.54,17.09,10-15,ok,77.71,42.02
33.89,280.02,78.9,23.82,35.3,40-45,ok,59.28,81.23
64.15,317.67,72.43,28.16,20.62,25-30,ok,58.05,60.61
41.73,310.56,46.37,26.79,31.08,30-35,ok,61.96,52.02
28.16,300.2,41.01,12.42,27.99,10-15,ok,72.81,48.83
18.66,278.85,118.54,42.49,6.32,40-45,bad,85.9,0.0
9.87,309.83,101.37,77.55,10.22,15-20,bad,69.57,38.89
46.62,342.09,103.58,66.29,7.14,25-30,bad,53.49,81.77
53.63,290.2,143.46,53.86,12.68,40-45,bad,69.78,44.46
35.56,223.8,43.2,8.64,27.89,30-35,ok,63.91,52.2
55.12,366.74,107.63,16.4,37.81,10-15,ok,65.6,83.67
31.99,295.4,113.32,50.38,8.61,30-35,bad,65.29,17.99
63.17,227.32,90.43,16.26,32.72,45-50,ok,70.72,59.14
41.23,237.89,109.27,52.14,2.81,30-35,bad,63.43,44.23
14.83,264.28,107.37,33.1,14.82,20-25,bad,66.04,56.9
52.9,383.95,57.64,0.0,28.46,20-25,ok,37.13,44.6
33.92,313.2,76.25,5.36,17.73,45-50,ok,57.97,39.13
41.98,321.26,69.07,65.05,10.4,30-35,bad,51.07,86.21
76.51,292.4,85.49,21.31,24.5,15-20,ok,65.57,51.76
47.14,215.24,95.89,45.63,22.35,10-15,ok,58.02,35.73
47.62,231.87,62.1,37.04,32.54,40-45,ok,91.2,52.31
27.91,289.92,68.63,13.86,24.91,10-15,ok,81.4,40.19
28.45,253.92,105.08,52.65,18.11,40-45,bad,75.01,53.62
59.14,233.35,76.71,26.87,25.76,10-15,ok,58.75,56.17
49.14,300.44,108.88,28.83,23.85,20-25,ok,79.2,31.17
39.84,353.03,68.29,6.76,26.48,30-35,ok,59.6,57.12
10.03,324.15,79.55,56.62,2.22,40-45,bad,77.79,55.42
51.5,185.51,121.33,24.41,29.79,30-35,ok,53.49,41.18
56.24,288.77,32.31,18.05,17.53,40-45,ok,35.08,32.01
26.97,252.04,100.05,18.09,23.95,15-20,ok,62.9,60.48
51.63,220.15,88.2,12.69,16.23,15-20,ok,66.26,55.39
49.51,286.61,106.72,64.57,15.6,45-50,bad,88.49,85.73
22.15,250.72,71.75,26.45,23.96,25-30,ok,64.42,75.06
55.99,275.83,108.88,57.81,17.62,30-35,bad,61.76,58.52
54.14,308.94,86.41,19.6,18.26,35-40,ok,67.95,57.12
18.65,246.02,84.22,52.39,4.48,30-35,bad,70.83,74.22
51.06,213.15,41.56,20.87,33.9,15-20,ok,53.42,58.87
57.51,273.56,45.73,18.17,25.54,30-35,ok,58.8,94.29
68.01,301.13,54.8,13.21,29.94,35-40,ok,52.21,48.71
39.17,270.97,101.37,45.2,22.49,35-40,ok,65.08,42.94
24.23,323.46,123.53,38.55,10.23,25-30,bad,63.66,49.93
41.26,285.02,97.05,54.19,18.94,10-15,bad,67.17,96.54
46.2,190.73,61.02,14.93,39.07,45-50,ok,59.65,50.42
45.53,188.81,108.77,30.99,22.22,15-20,ok,48.9,51.43
48.87,255.88,162.94,70.36,13.56,15-20,bad,79.04,87.51
40.93,252.81,35.52,21.99,21.23,15-20,ok,57.63,47.93
53.01,228.24,89.25,12.18,28.07,10-15,ok,79.87,77.34
33.63,171.18,96.11,45.04,31.8,35-40,bad,85.41,39.06
26.5,264.99,45.41,23.35,32.3,20-25,ok,50.7,43.97
33.94,383.29,118.61,22.75,34.5,45-50,ok,74.56,34.8
24.08,199.0,83.83,54.95,9.54,20-25,bad,69.43,42.81
61.96,305.13,110.37,20.02,17.35,40-45,ok,76.84,49.48
27.05,344.66,78.57,34.65,30.83,20-25,ok,50.5,48.64
17.75,329.73,112.47,64.94,25.56,20-25,bad,97.58,64.84
5.29,249.83,106.75,32.29,1.51,20-25,bad,46.12,68.91
53.47,280.64,43.63,21.95,12.67,30-35,ok,52.1,58.4
54.11,301.44,67.28,22.71,30.56,35-40,ok,62.02,33.79
26.92,276.83,58.04,29.03,16.63,15-20,ok,59.43,68.53
5.78,364.37,59.49,34.78,29.12,10-15,ok,35.13,52.12
79.18,229.05,83.69,26.05,26.08,20-25,ok,87.96,57.89
66.01,270.88,137.2,80.69,24.97,15-20,bad,80.98,39.75
48.54,181.09,72.66,13.71,8.92,40-45,ok,49.78,79.81
